"metric","lambda_d","lambda_u","method","mean","sd","mcse","q2.5","q97.5","n"
"rmse",1,1,"deepAFT-RCT-S",1.12143088327822,0.0992169584372365,0.00313751571175928,0.964210197682167,1.28816881525622,1000
"rmse",1,1,"deepAFT-RCT-T",1.51299204459144,0.648842567267841,0.0205182035543739,1.01343535974354,2.98673897140385,1000
"rmse",1,1,"deepAFT-Pooled-S",1.11243938129498,0.196791389149865,0.00622309013622121,0.933093714325655,1.30346249038,1000
"rmse",1,1,"deepAFT-Pooled-T",1.73002940927622,2.13459017392105,0.0675016682060548,0.817167942976255,8.93682476750188,1000
"rmse",1,2,"Fusion",0.689540732813348,0.0837315666432996,0.00264782462647006,0.53550335189731,0.872362958917341,1000
"rmse",1,2,"deepAFT-RCT-S",1.12489035277469,0.0782897892351417,0.00247574051517579,0.989122914812214,1.28101830585162,1000
"rmse",1,2,"deepAFT-RCT-T",1.50276014309025,0.486371860945081,0.0153804287040115,1.02938608896387,2.9033186595088,1000
"rmse",1,2,"deepAFT-Pooled-S",1.16639986330235,0.160142740590415,0.00506415811007208,0.988507868080267,1.34432271268258,1000
"rmse",1,2,"deepAFT-Pooled-T",1.52860243600364,1.34114017378954,0.0425170018106531,0.836686389970003,3.52510402895858,995
"rmse",2,0,"Fusion",0.671294975072132,0.0867173174944622,0.00274224235862466,0.514944344266047,0.851392412303764,1000
"rmse",2,0,"deepAFT-RCT-S",1.13456838139239,0.155439255153981,0.00491542084086648,0.963990392603934,1.31886553690954,1000
"rmse",2,0,"deepAFT-RCT-T",1.60676256331219,1.0895295648075,0.0345751756610659,0.990794308415486,3.07365259308341,993
"rmse",2,0,"deepAFT-Pooled-S",1.09697631312722,0.1838211627566,0.00581293556451373,0.928243204799772,1.29734572277832,1000
"rmse",2,0,"deepAFT-Pooled-T",1.57818279961551,1.48328479620031,0.0473094377040013,0.899166173709237,3.42515157000913,983
"rmse",2,1,"Fusion",0.677277334596071,0.0839536358615693,0.00265484707174951,0.533393030144944,0.841365315207099,1000
"rmse",2,1,"deepAFT-RCT-S",1.12639593180524,0.0834041473395164,0.00263747071897145,0.971455247019832,1.29438760321814,1000
"rmse",2,1,"deepAFT-RCT-T",1.53605858009986,0.577492576200149,0.0182710565396027,1.0241262483466,2.99874260901762,999
"rmse",2,1,"deepAFT-Pooled-S",1.11199386034649,0.141393442573413,0.00447349055218423,0.939525778430862,1.287608699752,999
